mol_id,pubchem_sid,mol_name,smiles,formula_calcd,anionic
C11691,13856,Stemmadenine,C/C=C1/CN2CCc3c([nH]c4ccccc34)[C@@](CO)(C(=O)OC)[C@H]1CC2,C21H26N2O3,[]
C14938,17395936,N-[(4-Chlorophenyl)methyl]-N-ethyl-2-pyridinamine,CCN(Cc1ccc(Cl)cc1)c1ccccn1,C14H15ClN2,[]
C06915,9132,Clofazimine,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,C27H22Cl2N4,[]
C12539,582929,Benzethonium chloride,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],C27H42ClNO2,[]
C09995,12181,Adouetine Z,CN(C)[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N/C=C\c2ccc(cc2)O[C@@H]1c1ccccc1,C42H45N5O5,[]
C15717,47205043,ECO 02301,CC(/C=C/CC/C=C/C=C/C=C/C=C/C(=O)NC1=C(O)CCC1=O)C(O)C(C)C(O)/C=C/C=C/C=C/C=C/C=C/CC(O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(C)C(=O)CC(O)CC(O)CC(O)/C=C/CC(O)CC(O)CC(O)CC(O)/C=C/CC(O)CC(O)CCCN,C70H108N2O20,[]
C06854,9072,Bleomycin A2,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1,C55H84N17O21S3+,[]
C17573,96023918,Bluensomycin,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](OC(N)=O)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O,C21H39N5O14,[]
C19305,124489977,"Trichlormethine; 2,2',2''-Trichlorotriethylamine hydrochloride",Cl.ClCCN(CCCl)CCCl,C6H13Cl4N,[]
C15754,47205080,Septacidin,CC(C)CCCCCCCCCCCCC(=O)NCC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](Nc2ncnc3nc[nH]c23)O[C@H]1C(O)CO,C30H51N7O7,[]
C15706,47205032,Spinosyn H,CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@@H]3[C@@H](C=C[C@@H]4C[C@@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5O)C[C@@H]34)[C@@H]2CC(=O)O1,C40H63NO10,[]
C11218,13398,Gramicidin S,CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,C60H92N12O10,[]
C19283,124489955,N-Nitrosomorpholine,O=NN1CCOCC1,C4H8N2O2,[]
C14128,7846942,CGH 2466,Nc1nc(-c2ccc(Cl)c(Cl)c2)c(-c2ccncc2)s1,C14H9Cl2N3S,[]
C06347,8583,"(R)-Norcoclaurine; 6,7-Dihydroxy-(1R)-[(4-hydroxyphenyl)methyl]-1,2,3,4-tetrahydroisoquinoline; (+)-Demethylcoclaurine",Oc1ccc(C[C@H]2NCCc3cc(O)c(O)cc32)cc1,C16H17NO3,[]
C21111,312642080,Pyrithiamine; 1-(4-Amino-2-methylpyrimid-5-ylmethyl)-3-(2-hydroxyethyl)-2-methylpyridinium,Cc1ncc(C[n+]2cccc(CCO)c2C)c(N)n1,C14H19N4O+,[]
C17581,96023926,"3-Amino-2,3-dideoxy-scyllo-inosose; 2-Deoxy-3-keto-scyllo-inosamine",N[C@H]1CC(=O)[C@H](O)[C@@H](O)[C@@H]1O,C6H11NO4,[]
C12186,14332,Pancracine,O[C@H]1C=C2[C@H]3C[N@](Cc4cc5c(cc43)OCO5)[C@H]2C[C@@H]1O,C16H17NO4,[]
C07511,9714,Mecamylamine; Versamine,CNC1(C)C2CCC(C2)C1(C)C,C11H21N,[]
C19302,124489974,Thioacetamide,CC(N)=S,C2H5NS,[]
C15697,47205023,Nostopeptolide A1,CCCC(=O)N[C@H](C(=O)N[C@H]1COC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2C[C@H](C)CN2C1=O)[C@@H](C)CC,C53H80N10O14,[]
C16876,135626068,Kahalalide F,C/C=C1\NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](C(C)C)NC(=O)[C@@H]([C@@H](C)CC)NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](CCCN)NC(=O)[C@H]2CCCN2C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CCCC(C)C)C(C)C)[C@@H](C)O)C(C)C)C(C)C)C(C)CC)[C@@H](C)OC(=O)[C@H](C(C)C)NC1=O,C75H124N14O16,[]
C15006,17396003,"2-Aminoestra-1,3,5(10)-triene-3,17beta-diol; 2-Aminoestradiol",C[C@]12CC[C@@H]3c4cc(N)c(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,C18H25NO2,[]
C11696,13861,Practolol,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,C14H22N2O3,[]
C01516,4681,Morphine,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,C17H19NO3,[]
C19279,124489951,N-Nitrosodi-n-propylamine,CCCN(CCC)N=O,C6H14N2O,[]
C11709,13874,DU 122290,CCN1CCCC1c1ccc(-c2cc(S(=O)(=O)CC)ccc2OC)[nH]1,C19H26N2O3S,[]
C10002,12188,Crenatine A,CC(C)C[C@@H](C(=O)N[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N/C=C\c2ccc(cc2)O[C@@H]1c1ccccc1)N(C)C,C34H40N4O4,[]
C07452,9655,Tizanidine,Clc1ccc2nsnc2c1NC1=NCCN1,C9H8ClN5S,[]
C02224,5289,2-Methylcholine,CC(O)C[N+](C)(C)C,C6H16NO+,[]
C12599,582989,Emtricitabine,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,C8H10FN3O3S,[]
C07196,9405,Methylphenidate,COC(=O)C(c1ccccc1)C1CCCCN1,C14H19NO2,[]
C21109,312642078,Aminopyrrolnitrin,Nc1c(Cl)cccc1-c1c[nH]cc1Cl,C10H8Cl2N2,[]
C17929,96024150,4-Methylhistamine,Cc1[nH]cnc1CCN,C6H11N3,[]
C07034,9246,Guanabenz,N=C(N)N/N=C/c1c(Cl)cccc1Cl,C8H8Cl2N4,[]
C11686,13851,Uracil mustard,O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,C8H11Cl2N3O2,[]
C11214,13394,"Thiocarbohydrazide; 1,3-Diamino-2-thiourea",NNC(=S)NN,CH6N4S,[]
C07023,9235,Granisetron,CN1[C@@H]2CCC[C@H]1CC(NC(=O)c1nn(C)c3ccccc13)C2,C18H24N4O,[]
C17989,96024209,Istamycin A3,CNC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@H](N(C)C(=O)CNC=N)[C@@H](OC)C[C@@H]2N)O1,C18H36N6O5,[]
C15032,17396029,1-(4-Methoxyphenyl)-3-(4-morpholinyl)-1-propanone; 4'-Methoxy-3-morpholino-propiophenone,COc1ccc(C(=O)CCN2CCOCC2)cc1,C14H19NO3,[]
C11734,13899,Altanserin,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=S)[nH]c3ccccc3c2=O)CC1,C22H22FN3O2S,[]
C17586,96023931,Butirosin B,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[C@H]1O,C21H41N5O12,[]
C16984,96023470,Laurolitsine,COc1cc2c(cc1O)C[C@@H]1NCCc3cc(O)c(OC)c-2c31,C18H19NO4,[]
C03329,6176,"(S)-Canadine; (S)-Tetrahydroberberine; (13aS)-5,8,13,13a-Tetrahydro-9,10-dimethoxy-6H-benzo[g]-1,3-benzodioxolo[5,6-a]quinolizine; (-)-Canadine",COc1ccc2c(c1OC)CN1CCc3cc4c(cc3[C@@H]1C2)OCO4,C20H21NO4,[]
C19257,124489929,2-Methylaziridine; Propyleneimine,CC1CN1,C3H7N,[]
C00559,3839,Deoxyadenosine; 2'-Deoxyadenosine,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,C10H13N5O3,[]
C16038,47205348,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine; PhIP",Cn1c(N)nc2ncc(-c3ccccc3)cc21,C13H12N4,[]
C16281,47205589,Thiobenzamide,NC(=S)c1ccccc1,C7H7NS,[]
C08522,10715,Caribine,OC1CN2Cc3cc4c(cc3[C@@H]3[C@H]5NCCC[C@H]5C=C1[C@H]32)OCO4,C19H22N2O3,[]
C15360,17396357,"Evadol hydrochloride; 2-Amino-1,2-bis(p-methoxyphenyl)ethanol hydrochloride; beta-Amino-4-methoxy-alpha-(4-methoxyphenyl)benzeneethanol hydrochloride",COc1ccc(C(N)C(O)c2ccc(OC)cc2)cc1.Cl,C16H20ClNO3,[]
C17576,96023921,3-Keto-scyllo-inosamine,N[C@H]1[C@H](O)[C@@H](O)[C@H](O)C(=O)[C@@H]1O,C6H11NO5,[]
C19250,124489922,Hexamethylphosphoramide; HMPA,CN(C)P(=O)(N(C)C)N(C)C,C6H18N3OP,[]
C07391,9595,Pyrimethamine,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,C12H13ClN4,[]
C10518,12701,Piscerythramine,COc1c(N)c(O)c(CC=C(C)C)c(-c2coc3cc(O)cc(O)c3c2=O)c1CC=C(C)C,C26H29NO6,[]
C02791,5742,"3,4-Dichloroaniline",Nc1ccc(Cl)c(Cl)c1,C6H5Cl2N,[]
C19255,124489927,"MeIQx; 8-Methyl-IQX; 2-Amino-3,8-dimethylimidazo[4,5-f]quinoxaline",Cc1cnc2ccc3c(nc(N)n3C)c2n1,C11H11N5,[]
C10831,13014,Zygadenine,C[C@H]1CC[C@@H]2N(C1)C[C@@H]1[C@H]([C@@H](O)[C@H](O)[C@]3(O)[C@H]1C[C@@]14O[C@@]5(O)[C@@H](CC[C@@H]31)[C@]4(C)CC[C@@H]5O)[C@]2(C)O,C27H43NO7,[]
C09867,12053,Inundatine,C[C@@H]1C[C@H]2CC(=O)[C@]34C[C@@H](O)CN5CC3C[C@H]2[C@@]54C1,C16H23NO2,[]
C02765,5721,"(+)-(1S,2S)-Pseudoephedrine; (+)-Pseudoephedrine; Pseudoephedrine; (1S,2S)-2-(Methylamino)-1-phenylpropan-1-ol",CN[C@@H](C)[C@@H](O)c1ccccc1,C10H15NO,[]
C16768,96023292,Sporidesmin J,COc1c(Cl)cc2c(c1OC)N[C@@H]1N3C(=O)[C@@]4(C)SS[C@@]3(C(=O)N4C)[C@H](O)[C@]21O,C17H18ClN3O6S2,[]
C19216,124489888,para-Cresidine; p-Cresidine,COc1ccc(C)cc1N,C8H11NO,[]
C11469,13640,Calicheamicin gamma(1)I; Calichemicin gamma1,CCNC1COC(OC2C(O[C@H]3C#C/C=C\C#C[C@]4(O)CC(=O)C(NC(=O)OC)=C3/C4=C\CSSSC)OC(C)C(NOC3CC(O)C(SC(=O)c4c(C)c(I)c(OC5OC(C)C(O)C(OC)C5O)c(OC)c4OC)C(C)O3)C2O)CC1OC,C55H74IN3O21S4,[]
C17584,96023929,Xylostasin,NC[C@H]1O[C@H](O[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H]3O)[C@@H](O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,C17H34N4O10,[]
C15411,17396408,"beta-Chloro-alpha-phenylbenzeneethanamine hydrochloride; 2-Chloro-1,2-diphenylethylamine hydrochloride",Cl.NC(c1ccccc1)C(Cl)c1ccccc1,C14H15Cl2N,[]
C11484,13654,GA,Cc1cccc(C)c1NC(=O)c1ccc(NC(=O)CN)cc1,C17H19N3O2,[]
C12167,14314,Cherylline,COc1cc2c(cc1O)CN(C)C[C@H]2c1ccc(O)cc1,C17H19NO3,[]
C15344,17396341,"N-Butyl-1H-pyrazolo[3,4-d]pyrimidin-4-amine; NSC4928",CCCCNc1ncnc2[nH]ncc12,C9H13N5,[]
C10413,12599,Usaramine; Mucronatine,C/C=C1\C[C@@H](C)[C@](O)(CO)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,C18H25NO6,[]
C10566,12749,Alchorneine,C=C(C)[C@@H]1CN2C=CC(C)(C)N=C2N1OC,C12H19N3O,[]
C08517,10710,"Ambelline; (3alpha,11S)-1,2-Didehydro-3,7-dimethoxycrinan-11-ol",COc1c2c(cc3c1OCO3)[C@]13C=C[C@H](OC)C[C@H]1[N@](C2)C[C@@H]3O,C18H21NO5,[]
C05178,7589,"(R)-Reticuline; (1R)-1,2,3,4-Tetrahydro-1-[(3-hydroxy-4-methoxyphenyl)methyl]-6-methoxy-2-methyl-7-isoquinolinol",COc1ccc(C[C@@H]2c3cc(O)c(OC)cc3CCN2C)cc1O,C19H23NO4,[]
C16991,96023477,Magnocurarine,COc1cc2c(cc1O)[C@@H](Cc1ccc(O)cc1)[N+](C)(C)CC2,C19H24NO3+,[]
C07861,10063,Tridihexethyl,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1,C21H36NO+,[]
C09667,11857,Tiliacorine,COc1ccc2cc1-c1cc(ccc1O)C[C@H]1c3cc4c(cc3CCN1C)Oc1c(OC)cc3c(c1O4)[C@H](C2)N(C)CC3,C36H36N2O5,[]
C03711,6479,N-Methylphenylethanolamine; alpha-[(Methylamino)methyl]-benzyl alcohol,CNCC(O)c1ccccc1,C9H13NO,[]
C08519,10712,Brunsvigine; (-)-Brunsvigine; 3alpha-Pancracine,O[C@@H]1C[C@H]2C(=C[C@@H]1O)[C@H]1C[N@]2Cc2cc3c(cc21)OCO3,C16H17NO4,[]
C15162,17396159,"2,2-Dimethyl-3-(4-methoxyphenyl)-4-ethyl-8-(1-pyrrolidinylmethyl)-2H-1-benzopyran-7-ol",CCC1=C(c2ccc(OC)cc2)C(C)(C)Oc2c1ccc(O)c2CN1CCCC1,C25H31NO3,[]
C11003,13186,"2,4-Xylidine; 2,4-Dimethylaniline; 2,4-DMA",Cc1ccc(N)c(C)c1,C8H11N,[]
C08521,10714,Caranine,O[C@@H]1CC=C2CCN3Cc4cc5c(cc4[C@H]1[C@@H]23)OCO5,C16H17NO3,[]
C07656,9858,Gentamicin C1,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H]([C@@H](C)NC)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,C21H43N5O7,[]
C00555,3835,4-Aminobutyraldehyde; 4-Aminobutanal,NCCCC=O,C4H9NO,[]
C16954,96023441,Disinomenine; Bisinomenine,COC1=C[C@@H]2[C@@H]3Cc4c(-c5cc(OC)c(O)c6c5C[C@H]5[C@H]7C=C(OC)C(=O)C[C@@]67CCN5C)cc(OC)c(O)c4[C@]2(CCN3C)CC1=O,C38H44N2O8,[]
C17583,96023928,6'-Dehydro-6'-oxoparomamine; 6'-Dehydroparomamine; 6'-Oxoparomamine,N[C@H]1[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](N)C[C@@H]2N)O[C@H](C=O)[C@@H](O)[C@@H]1O,C12H23N3O7,[]
C19253,124489925,"2-Amino-3-methyl-9H-pyrido[2,3-b]indole; MeA-alpha-C",Cc1cc2c(nc1N)[nH]c1ccccc12,C12H11N3,[]
C16903,96023399,Perazine,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,C20H25N3S,[]
C09671,11861,Xylopinine; Norcoralydine,COc1cc2c(cc1OC)CN1CCc3cc(OC)c(OC)cc3[C@@H]1C2,C21H25NO4,[]
C17994,96024214,Istamycin C0,CCNC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@H](NC)[C@@H](OC)C[C@@H]2N)O1,C16H34N4O4,[]
C16971,96023457,Hirsuteine,C=C[C@H]1CN2CCc3c([nH]c4ccccc34)[C@H]2C[C@@H]1/C(=C\OC)C(=O)OC,C22H26N2O3,[]
C03354,6194,3-Methylthiopropanamine; 3-Methylthiopropylamine; 3-(Methylsulfanyl)propanamine,CSCCCN,C4H11NS,[]
C19233,124489905,"1,1-Dimethylhydrazine",CN(C)N,C2H8N2,[]
C16366,47205674,5-Acetylamino-6-amino-3-methyluracil; AAMU,CC(=O)Nc1c(N)[nH]c(=O)n(C)c1=O,C7H10N4O3,[]
C17987,96024207,Istamycin A1,CNC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@H](N(C)C(=O)CNC=O)[C@@H](OC)C[C@@H]2N)O1,C18H35N5O6,[]
C15389,17396386,"4,4'-Stilbenedicarboxamidine dihydrochloride; Stilbamidine dihydrochloride",Cl.Cl.N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2)cc1,C16H18Cl2N4,[]
C21128,312642097,O-Demethyl-N-demethyl-staurosporine; 3'-O-Demethyl-4'-N-demethyl-staurosporine,C[C@]12O[C@H](C[C@@H](N)[C@H]1O)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,C26H22N4O3,[]
C07657,9859,Netilmicin,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,C21H41N5O7,[]
C16283,47205591,Thiobenzamide S-oxide,NC(=S=O)c1ccccc1,C7H7NOS,[]
C11485,13655,LY201116; Ameltolide,Cc1cccc(C)c1NC(=O)c1ccc(N)cc1,C15H16N2O,[]
C21331,319075055,"Aurachin C epoxide; 2-Hydroxy-1a-methyl-7a-[(2E,6E)-farnesyl]-1a,2-dihydrooxireno[2,3-b]quinolin-7(7aH)-one",CC(C)=CCC/C(C)=C/CC/C(C)=C/CC12OC1(C)N(O)c1ccccc1C2=O,C25H33NO3,[]
C05031,7501,O6-Methyl-2'-deoxyguanosine,COc1nc(N)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,C11H15N5O4,[]
C21251,315661350,6'-Oxokanamycin X,N[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C=O)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)C[C@H]2N)O[C@H](CO)[C@H]1O,C18H33N3O12,[]
C17582,96023927,2'-N-Acetylparomamine,CC(=O)N[C@H]1[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](N)C[C@@H]2N)O[C@H](CO)[C@@H](O)[C@@H]1O,C14H27N3O8,[]
C12169,14316,1-Epideacetylbowdensine,COc1c2c(cc3c1OCO3)[C@@]13CC[N@@](C2)[C@@H]1CC[C@H](OC(C)=O)[C@@H]3O,C19H23NO6,[]
C03325,6173,(6S)-Hydroxyhyoscyamine; (6S)-6-Hydroxyhyoscyamine,CN1C2CC(O)C1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,C17H23NO4,[]
C17004,135626080,Kalihinol A,[C-]#[N+][C@H]1[C@@H]2[C@@H](CC[C@]1(C)O)[C@](C)([N+]#[C-])CC[C@H]2[C@]1(C)CC[C@@H](Cl)C(C)(C)O1,C22H33ClN2O2,[]
C10013,12199,Sativanine B,CCCCC1C(=O)N([C@@H]2C(=O)N[C@@H](C(C)C)C(=O)N/C=C\c3ccc(cc3)O[C@@H]2c2ccccc2)CN1C,C30H38N4O4,[]
C03375,6210,"Norspermidine; Bis(3-aminopropyl)amine; 3,3'-Iminobispropylamine",NCCCNCCCN,C6H17N3,[]
C21123,312642092,Aminobacteriohopanetriol,C[C@H](CC[C@@H](O)[C@@H](O)[C@@H](O)CN)[C@H]1CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(C)CCCC(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@H]12,C35H63NO3,[]
C19260,124489932,"4,4'-Methylene bis(2-methylaniline)",Cc1cc(Cc2ccc(N)c(C)c2)ccc1N,C15H18N2,[]
C07383,9587,Proparacaine; Proxymetacaine,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,C16H26N2O3,[]
C19226,124489898,"3,3'-Dichloro-4,4'-diaminodiphenyl ether",Nc1ccc(Oc2ccc(N)c(Cl)c2)cc1Cl,C12H10Cl2N2O,[]
C00571,3850,Cyclohexylamine; Cyclohexanamine,NC1CCCCC1,C6H13N,[]
C15125,17396122,N-(Cyclohexylmethyl)-N-methylbenzenamine; N-Methyl-N-phenylcyclohexanemethylamine,CN(CC1CCCCC1)c1ccccc1,C14H21N,[]
C08520,10713,Candimine,COc1c2c(cc3c1C(=O)O[C@H]1[C@@H]3[C@H]3C(=C[C@@H]1O)CCN3C)OCO2,C18H19NO6,[]
C02735,5696,Phenylethanolamine; 2-Amino-1-phenylethanol,NCC(O)c1ccccc1,C8H11NO,[]
C17580,96023925,2-Deoxy-scyllo-inosamine,N[C@H]1C[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,C6H13NO4,[]
C02079,5165,Staurosporine; STS,CN[C@@H]1CC2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,C28H26N4O3,[]
C19245,124489917,"Glu-P-2; 2-Aminodipyrido[1,2-a:3',2'-d]imidazole",Nc1ccc2nc3ccccn3c2n1,C10H8N4,[]
C00887,4143,Nitrous oxide; Dinitrogen monoxide; Dinitrogen oxide; N2O,[N-]=[N+]=O,N2O,[]
C15985,47205298,17-O-Acetylajmaline,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H](C2[C@H]5OC(C)=O)N3[C@@H]1O,C22H28N2O3,[]
C19236,124489908,"Disperse Blue 1; 1,4,5,8-Tetraamino-9,10-anthracenedione",Nc1ccc(N)c2c1C(=O)c1c(N)ccc(N)c1C2=O,C14H12N4O2,[]
C12166,14313,1-O-Acetyllycorine,CC(=O)O[C@H]1[C@H]2c3cc4c(cc3CN3CCC(=C[C@@H]1O)[C@H]23)OCO4,C18H19NO5,[]
C16980,96023466,Isorhynchophylline,CC[C@H]1CN2CC[C@@]3(C(=O)Nc4ccccc43)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,C22H28N2O4,[]
C10567,12750,Alchornine,C=C(C)C1CN2C(=O)CC(C)(C)NC2=N1,C11H17N3O,[]
C17933,96024154,Thioperamide,S=C(NC1CCCCC1)N1CCC(c2c[nH]cn2)CC1,C15H24N4S,[]
C19231,124489903,"3,3'-Dimethoxybenzidine; ortho-Dianisidine",COc1cc(-c2ccc(N)c(OC)c2)ccc1N,C14H16N2O2,[]
C19244,124489916,"Glu-P-1; 2-Amino-6-methyldipyrid[1,2-a:3',2'-d]imidazole",Cc1cccn2c1nc1ccc(N)nc12,C11H10N4,[]
C16985,96023471,Leonurine; Norboldine,COc1cc(C(=O)OCCCCNC(=N)N)cc(OC)c1O,C14H21N3O5,[]
C10569,12752,Androcymbine,COC1=C[C@@]23CCN(C)[C@@H](CCc4cc(OC)c(O)c(OC)c42)C3=CC1=O,C21H25NO5,[]
C02787,5738,2-Methylpropanamine; 2-Methyl-1-propanamine; 2-Methylpropan-1-amine; Isobutylamine,CC(C)CN,C4H11N,[]
C16150,47205460,"(R,S)-Nicotine; (+-)-3-(1-Methyl-2-pyrrolidinyl)pyridine",CN1CCCC1c1cccnc1,C10H14N2,[]
C10857,13040,Darlingine,Cc1oc2c(c(=O)c1C)C1CCC(C2)N1C,C13H17NO2,[]
C17585,96023930,Butirosin A,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H]2O)[C@H]1O,C21H41N5O12,[]
C00565,3844,"Trimethylamine; (CH3)3N; N,N-Dimethylmethanamine",CN(C)C,C3H9N,[]
C21122,312642091,Bacteriohopanetetrol cyclitol ether; Tetrahydroxybacteriohopane cyclitol ether,C[C@H](CC[C@@H](O)[C@@H](O)[C@@H](O)CO[C@H]1[C@H](N)[C@@H](O)[C@H](O)[C@]1(O)CO)[C@H]1CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(C)CCCC(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@H]12,C41H73NO8,[]
C15986,47205299,"2,6-Dihydroxypseudooxynicotine; 1-(2,6-Dihydroxypyridin-3-yl)-4-(methylamino)butan-1-one",CNCCCC(=O)c1ccc(O)nc1O,C10H14N2O3,[]
C19218,124489890,"2,4-Diaminoanisole",COc1ccc(N)cc1N,C7H10N2O,[]
C09021,11213,Affinine; 17-Hydroxyvobasan-3-one,C/C=C1/CN(C)[C@@H]2Cc3c([nH]c4ccccc34)C(=O)C[C@H]1C2CO,C20H24N2O2,[]
C04170,6851,13-(2-Methylcrotonoyl)oxylupanine; 13-(2-Methylcrotonoyl)oxylupinine; (+)-13alpha-Tigloyloxylupanine,C/C=C(\C)C(=O)O[C@H]1CCN2C[C@@H]3C[C@H](CN4C(=O)CCC[C@H]34)[C@@H]2C1,C20H30N2O3,[]
C02828,5775,D-Phe-Pro-Arg-CH2Cl,N=C(N)NCCC[C@@H](NC(=O)[C@H]1CCCN1C(=O)[C@H](N)Cc1ccccc1)C(=O)CCl,C21H31ClN6O3,[]
C21127,312642096,Holyrine A,C[C@@H]1O[C@@H](n2c3ccccc3c3c4c(c5c6ccccc6[nH]c5c32)CNC4=O)C[C@@H](N)[C@H]1O,C26H24N4O3,[]
C11520,13688,Cyclohexyl isocyanide; N-Cyclohexylisocyanide; Cyclohexaneisonitrile,[C-]#[N+]C1CCCCC1,C7H11N,[]
C03755,6514,3'-Deoxydihydrostreptomycin,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@@H]2CO)O[C@@H](CO)[C@H](O)[C@H]1O,C21H41N7O11,[]
C09380,11571,Cassythine; Cassyfiline,COc1cc2c(cc1O)C[C@@H]1NCCc3c(OC)c4c(c-2c31)OCO4,C19H19NO5,[]
C00547,3828,"L-Noradrenaline; Noradrenaline; Norepinephrine; Arterenol; 4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol",NC[C@H](O)c1ccc(O)c(O)c1,C8H11NO3,[]
C21154,313369414,"N-Methylmyosmine; 3-(4,5-Dihydro-1-methyl-1H-pyrrol-2-yl)pyridine",CN1CCC=C1c1cccnc1,C10H12N2,[]
