mol_id,pubchem_sid,mol_name,smiles,formula_calcd,anionic
C01352,4556,FADH2,Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)c1[nH]c(=O)[nH]c(=O)c1N2,C27H35N9O15P2,['[P](=O)(O)(O)']
C06334,8570,Metanilic acid; 3-Aminobenzenesulfonate; 3-Aminobenzenesulfonic acid; m-Aminobenzenesulfonic acid,Nc1cccc(S(=O)(=O)O)c1,C6H7NO3S,['O=S(=O)(O)']
C03508,6318,L-2-Amino-3-oxobutanoic acid; L-2-Amino-3-oxobutanoate; L-2-Amino-acetoacetate; (S)-2-Amino-3-oxobutanoic acid,CC(=O)[C@H](N)C(=O)O,C4H7NO3,"['[O;H,-]C(=O)']"
C20913,254741376,C20913; Tabtoxin biosynthesis intermediate 3,NC(C(=O)O)C(CC[C@H](N)C(=O)O)C(=O)O,C8H14N2O6,"['[O;H,-]C(=O)']"
C02378,5420,6-Aminohexanoate; 6-Aminohexanoic acid; Epsilcapramine; 6-Aminocaproic acid,NCCCCCC(=O)O,C6H13NO2,"['[O;H,-]C(=O)']"
C04274,6937,"1,2-Epoxy-3-(p-Nitrophenoxy)propane; EPNP",O=[N+]([O-])c1ccc(OCC2CO2)cc1,C9H9NO4,"['[O-]', '[N+](=O)[O-]']"
C20885,405226293,N-Citryl-spermidine,NCCCNCCCCNC(=O)CC(O)(CC(=O)O)C(=O)O,C13H25N3O6,"['[O;H,-]C(=O)']"
C06398,8634,ADP-L-glycero-beta-D-manno-heptose,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O[C@@H]2O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,C17H27N5O16P2,['[P](=O)(O)(O)']
C04760,7328,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA",CC(CCC[C@@H](C)C1CCC2C3C(C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,C48H80N7O20P3S,['[P](=O)(O)(O)']
C20886,254741349,"UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-LL-2,6-diaminopimelate; UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-LL-2,6-diaminoheptanedioate",CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@H](N)C(=O)O)C(=O)O)C(=O)O,C35H55N7O26P2,"['[O;H,-]C(=O)', '[P](=O)(O)(O)']"
C21622,340650286,S-[(Z)-N-Hydroxy(phenyl)acetimidoyl]-L-glutathione,N[C@@H](CCC(=O)N[C@@H](CS/C(Cc1ccccc1)=N\O)C(=O)NCC(=O)O)C(=O)O,C18H24N4O7S,"['[O;H,-]C(=O)']"
C06660,8885,Clavaminic acid; Clavaminate,NC/C=C1\O[C@H]2CC(=O)N2[C@@H]1C(=O)O,C8H10N2O4,"['[O;H,-]C(=O)']"
C20912,254741375,C20912; Tabtoxin biosynthesis intermediate 2,CC(=O)N[C@@H](CCC(C(=O)O)C(N)C(=O)O)C(=O)O,C10H16N2O7,"['[O;H,-]C(=O)']"
C06897,9114,Cephradine; Cefradine,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,C16H19N3O4S,"['[O;H,-]C(=O)']"
C20915,254741378,C20915; Tabtoxin biosynthesis intermediate 5,C[C@@H](O)[C@H](NC(=O)[C@@H](N)CCC(CN)C(=O)O)C(=O)O,C11H21N3O6,"['[O;H,-]C(=O)']"
C08474,10667,"Coronarian; alpha-D-Glucopyranose, 2,6-bis(3-nitropropanoate)",O=C(CC[N+](=O)[O-])OC[C@H]1O[C@H](O)[C@H](OC(=O)CC[N+](=O)[O-])[C@@H](O)[C@@H]1O,C12H18N2O12,"['[O-]', '[N+](=O)[O-]']"
C01217,4439,"5,6,7,8-Tetrahydromethanopterin; H4MPT; THMPT; Tetrahydromethanopterin",C[C@@H]1Nc2nc(N)[nH]c(=O)c2N[C@H]1[C@@H](C)Nc1ccc(C[C@H](O)[C@H](O)[C@H](O)CO[C@H]2O[C@H](COP(=O)(O)O[C@@H](CCC(=O)O)C(=O)O)[C@@H](O)[C@H]2O)cc1,C30H45N6O16P,"['[O;H,-]C(=O)', '[P](=O)(O)(O)']"
C01110,4342,5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate,NCCCC(=O)C(=O)O,C5H9NO3,"['[O;H,-]C(=O)']"
C06333,8569,2-Aminobenzenesulfonate; 2-Aminobenzenesulfonic acid; o-Aminobenzenesulfonic acid; Orthanilic acid,Nc1ccccc1S(=O)(=O)O,C6H7NO3S,['O=S(=O)(O)']
C06397,8633,ADP-D-glycero-beta-D-manno-heptose,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O[C@@H]2O[C@H]([C@H](O)CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,C17H27N5O16P2,['[P](=O)(O)(O)']
C04144,6829,Tetrahydropteroyltri-L-glutamate; (6S)-H4PteGlu3,Nc1nc2c(c(=O)[nH]1)N[C@@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1)CN2,C29H37N9O12,"['[O;H,-]C(=O)']"
C02390,5426,Methylazoxymethanol; CH3-N(O)=N-CH2OH,C/[N+]([O-])=N/CO,C2H6N2O2,['[O-]']
C01120,4351,Sphinganine 1-phosphate; Dihydrosphingosine 1-phosphate,CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)COP(=O)(O)O,C18H40NO5P,['[P](=O)(O)(O)']
C20910,254741373,L-4-Hydroxyphenylglycyl-L-arginine; L-pHPg-L-Arg,N=C(N)NCCC[C@H](NC(=O)[C@@H](N)c1ccc(O)cc1)C(=O)O,C14H21N5O4,"['[O;H,-]C(=O)']"
C03124,6017,beta-L-Aspartylhydroxamate,N[C@@H](CC(=O)NO)C(=O)O,C4H8N2O4,"['[O;H,-]C(=O)']"
C01100,4334,L-Histidinol phosphate,N[C@H](COP(=O)(O)O)Cc1c[nH]cn1,C6H12N3O4P,['[P](=O)(O)(O)']
C01092,4327,8-Amino-7-oxononanoate; 8-Amino-7-oxononanoic acid; 7-Keto-8-aminopelargonic acid; KAPA,CC(N)C(=O)CCCCCC(=O)O,C9H17NO3,"['[O;H,-]C(=O)']"
C06335,8571,4-Aminobenzenesulfonate; 4-Aminobenzenesulfonic acid; p-Aminobenzenesulfonic acid; Sulfanilic acid,Nc1ccc(S(=O)(=O)O)cc1,C6H7NO3S,['O=S(=O)(O)']
C20884,405226292,"(3,4-Dihydroxybenzoyl)adenylate",Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OC(=O)c2ccc(O)c(O)c2)[C@@H](O)[C@H]1O,C17H18N5O10P,['[P](=O)(O)(O)']
C06399,8635,Hydrogenobyrinate; Hydrogenobyrinic acid,C/C1=C2/NC([C@H](CC(=O)O)[C@@]2(C)CCC(=O)O)[C@]2(C)N=C(/C(C)=C3\N=C(/C=C4\N=C1[C@@H](CCC(=O)O)C4(C)C)[C@@H](CCC(=O)O)[C@]3(C)CC(=O)O)[C@@H](CCC(=O)O)[C@]2(C)CC(=O)O,C45H60N4O14,"['[O;H,-]C(=O)']"
C06419,8654,D-Histidine; (R)-alpha-Amino-1H-imidazole-4-propionic acid,N[C@H](Cc1c[nH]cn1)C(=O)O,C6H9N3O2,"['[O;H,-]C(=O)']"
C00408,3698,L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid; (S)-Piperidine-2-carboxylic acid,O=C(O)[C@@H]1CCCCN1,C6H11NO2,"['[O;H,-]C(=O)']"
C03298,6154,Nalpha-Methylhistidine; N-Methyl-L-histidine,CN[C@@H](Cc1c[nH]cn1)C(=O)O,C7H11N3O2,"['[O;H,-]C(=O)']"
C00407,3697,L-Isoleucine; 2-Amino-3-methylvaleric acid,CC[C@H](C)[C@H](N)C(=O)O,C6H13NO2,"['[O;H,-]C(=O)']"
C06393,8629,"2,3-Diaminopropanoate; 2,3-Diaminopropionate; 2,3-Diaminopropionic acid; 2,3-Diaminopropanoic acid",NCC(N)C(=O)O,C3H8N2O2,"['[O;H,-]C(=O)']"
C04268,6932,"dTDP-4-amino-4,6-dideoxy-D-glucose; dTDP-4-amino-4,6-dideoxy-alpha-D-glucose; dTDP-viosamine; dTDP-4-amino-4,6-dideoxy-alpha-D-glucopyranose",Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](C)[C@@H](N)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,C16H27N3O14P2,['[P](=O)(O)(O)']
C05353,7730,TES; N-Tris(hydroxymethyl)methyl-2-aminoethanesulfonic acid,O=S(=O)(O)CCNC(CO)(CO)CO,C6H15NO6S,['O=S(=O)(O)']
C04259,6924,"N,N-Dimethylhistidine; Nalpha,Nalpha-Dimethyl-L-histidine",CN(C)[C@@H](Cc1c[nH]cn1)C(=O)O,C8H13N3O2,"['[O;H,-]C(=O)']"
C00449,3737,"N6-(L-1,3-Dicarboxypropyl)-L-lysine; Saccharopine; L-Saccharopine; N-[(S)-5-Amino-5-carboxypentyl]-L-glutamic acid",N[C@@H](CCCCN[C@@H](CCC(=O)O)C(=O)O)C(=O)O,C11H20N2O6,"['[O;H,-]C(=O)']"
C21620,340650284,S-[(E)-N-Hydroxy(indol-3-yl)acetimidoyl]-L-glutathione,N[C@@H](CCC(=O)N[C@@H](CS/C(Cc1c[nH]c2ccccc12)=N/O)C(=O)NCC(=O)O)C(=O)O,C20H25N5O7S,"['[O;H,-]C(=O)']"
C21605,340125663,Arbaclofen; (R)-Baclofen,NC[C@H](CC(=O)O)c1ccc(Cl)cc1,C10H12ClNO2,"['[O;H,-]C(=O)']"
C06416,8651,Precorrin 5,CC(=O)C12N/C(=C\C3=NC(=C(CCC(=O)O)[C@]3(C)CC(=O)O)C[C@]3(C)N=C(CC4=NC1=C(CC(=O)O)[C@@]4(C)CCC(=O)O)C(CCC(=O)O)=C3CC(=O)O)[C@@H](CCC(=O)O)[C@]2(C)CC(=O)O,C45H54N4O17,"['[O;H,-]C(=O)']"
C02354,5401,"2',3'-Cyclic CMP",Nc1ccn([C@@H]2O[C@H](CO)[C@H]3OP(=O)(O)O[C@H]32)c(=O)n1,C9H12N3O7P,['[P](=O)(O)(O)']
C01118,4349,O-Succinyl-L-homoserine; O4-Succinyl-L-homoserine; O-Succinylhomoserine,N[C@@H](CCOC(=O)CCC(=O)O)C(=O)O,C8H13NO6,"['[O;H,-]C(=O)']"
C04290,6950,4-(3-Methylbut-2-enyl)-L-tryptophan; 4-Dimethylallyl-L-tryptophan; 4-Prenyl-L-tryptophan,CC(C)=CCc1cccc2[nH]cc(C[C@H](N)C(=O)O)c12,C16H20N2O2,"['[O;H,-]C(=O)']"
C00793,4051,D-Cysteine; D-Amino-3-mercaptopropionic acid,N[C@H](CS)C(=O)O,C3H7NO2S,"['[O;H,-]C(=O)']"
C02356,5403,(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid,CC[C@H](N)C(=O)O,C4H9NO2,"['[O;H,-]C(=O)']"
C01109,4341,4-Methylene-L-glutamine,C=C(C[C@H](N)C(=O)O)C(N)=O,C6H10N2O3,"['[O;H,-]C(=O)']"
C03117,6011,GDP-6-deoxy-D-mannose; GDP-D-rhamnose; GDP-6-deoxy-alpha-D-mannose; GDP-alpha-D-rhamnose,C[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,C16H25N5O15P2,['[P](=O)(O)(O)']
C18938,124489610,Fenitropan,CC(=O)OC[C@H]([C@@H](OC(C)=O)c1ccccc1)[N+](=O)[O-],C13H15NO6,"['[O-]', '[N+](=O)[O-]']"
C11421,13595,(3S)-3-Isopropenyl-6-oxoheptanoyl-CoA,C=C(C)[C@@H](CCC(C)=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,C31H50N7O18P3S,['[P](=O)(O)(O)']
C05519,7864,L-Allothreonine; L-allo-Threonine,C[C@H](O)[C@H](N)C(=O)O,C4H9NO3,"['[O;H,-]C(=O)']"
C19022,124489694,Binapacryl,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)C=C(C)C,C15H18N2O6,"['[O-]', '[N+](=O)[O-]']"
C11320,13495,D-Ornithine hydrochloride,Cl.NCCC[C@@H](N)C(=O)O,C5H13ClN2O2,"['[O;H,-]C(=O)']"
C00993,4239,D-Alanyl-D-alanine; D-Ala-D-Ala,C[C@@H](N)C(=O)N[C@H](C)C(=O)O,C6H12N2O3,"['[O;H,-]C(=O)']"
C19831,135626298,"(1R,6S)-6-Amino-5-oxocyclohex-2-ene-1-carboxylate",N[C@@H]1C(=O)CC=C[C@H]1C(=O)O,C7H9NO3,"['[O;H,-]C(=O)']"
C11407,13581,(3R)-3-Isopropenyl-6-oxoheptanoyl-CoA,C=C(C)[C@H](CCC(C)=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,C31H50N7O18P3S,['[P](=O)(O)(O)']
C00501,3784,CDP-glucose; CDP-D-Glucose,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)n1,C15H25N3O16P2,['[P](=O)(O)(O)']
C08478,10671,"Dianthramine; 2,2'-Iminobis(4-hydroxybenzoic acid)",O=C(O)c1ccc(O)cc1Nc1cc(O)ccc1C(=O)O,C14H11NO6,"['[O;H,-]C(=O)']"
C19710,135626178,[L-Asp(4-L-Arg)]n-L-Asp,N=C(N)NCCC[C@H](NC(=O)CC(N)C(=O)NC(CC(=O)O)C(=O)O)C(=O)O,C14H24N6O8,"['[O;H,-]C(=O)']"
C11321,13496,3-((3-Cholamidopropyl)dimethylammonium)-1-propanesulfonate; CHAPS,C[C@H](CCC(=O)NCCC[N+](C)(C)CCCS(=O)(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,C32H58N2O7S,"['[O-]', 'O=S(=O)(O)']"
C00739,4002,"D-Lysine; D-2,6-Diaminohexanoic acid",NCCCC[C@@H](N)C(=O)O,C6H14N2O2,"['[O;H,-]C(=O)']"
C14228,7847038,Parathion-methyl; Methyl parathion; Methylparathion,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,C8H10NO5PS,"['[O-]', '[N+](=O)[O-]']"
C00108,3408,Anthranilate; Anthranilic acid; o-Aminobenzoic acid; Vitamin L1; 2-Aminobenzoate,Nc1ccccc1C(=O)O,C7H7NO2,"['[O;H,-]C(=O)']"
C19064,124489736,Nitralin,CCCN(CCC)c1c([N+](=O)[O-])cc(S(C)(=O)=O)cc1[N+](=O)[O-],C13H19N3O6S,"['[O-]', '[N+](=O)[O-]']"
C00082,3382,L-Tyrosine; (S)-3-(p-Hydroxyphenyl)alanine; (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid; Tyrosine,N[C@@H](Cc1ccc(O)cc1)C(=O)O,C9H11NO3,"['[O;H,-]C(=O)']"
C11372,13546,ICI D1694; ZD1694; Tomudex; Raltitrexed,Cc1nc2ccc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)cc2c(=O)[nH]1,C21H22N4O6S,"['[O;H,-]C(=O)']"
C08069,10269,Econazole nitrate,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,C18H16Cl3N3O4,"['[O-]', '[N+](=O)[O-]']"
C00078,3378,L-Tryptophan; Tryptophan; (S)-alpha-Amino-beta-(3-indolyl)-propionic acid,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,C11H12N2O2,"['[O;H,-]C(=O)']"
C07707,9909,Perindopril erbumine,CC(C)(C)N.CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,C23H43N3O5,"['[O;H,-]C(=O)']"
C11319,13494,"3,5-Dinitrosalicylic acid",O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,C7H4N2O7,"['[O-]', '[O;H,-]C(=O)', '[N+](=O)[O-]']"
C07670,9872,Repaglinide,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,C27H36N2O4,"['[O;H,-]C(=O)']"
C00063,3363,CTP; Cytidine 5'-triphosphate; Cytidine triphosphate,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1,C9H16N3O14P3,['[P](=O)(O)(O)']
C11326,13501,8-Anilino-1-naphthalene sulfonic acid; 1-Anilino-8-naphthalenesulfonate; ANS,O=S(=O)(O)c1cccc2cccc(Nc3ccccc3)c12,C16H13NO3S,['O=S(=O)(O)']
C04556,7161,4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine; (4-Amino-2-methylpyrimidin-5-yl)methyl phosphate; 4-Amino-5-hydroxymethyl-2-methylpyrimidine phosphate; HMP-P,Cc1ncc(COP(=O)(O)O)c(N)n1,C6H10N3O4P,['[P](=O)(O)(O)']
C07664,9866,Trovafloxacin,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,C20H15F3N4O3,"['[O;H,-]C(=O)']"
C04526,7137,3'-Deoxydihydrostreptomycin 3''-phosphate,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@@H]2CO)O[C@@H](CO)[C@H](O)[C@H]1OP(=O)(O)O,C21H42N7O14P,['[P](=O)(O)(O)']
C08066,10266,Butoconazole nitrate,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1.O=[N+]([O-])O,C19H18Cl3N3O3S,"['[O-]', '[N+](=O)[O-]']"
C04543,7149,"Buthionine sulfoximine; S-Butyl-DL-homocysteine-[S,R]-sulfoximine",CCCCS(=N)(=O)CCC(N)C(=O)O,C8H18N2O3S,"['[O;H,-]C(=O)']"
C00077,3377,"L-Ornithine; (S)-2,5-Diaminovaleric acid; (S)-2,5-Diaminopentanoic acid; (S)-2,5-Diaminopentanoate",NCCC[C@H](N)C(=O)O,C5H12N2O2,"['[O;H,-]C(=O)']"
C19712,135626180,N-Hydroxy-L-phenylalanine; 2-(Hydroxyamino)-3-phenylpropanoate,O=C(O)[C@H](Cc1ccccc1)NO,C9H11NO3,"['[O;H,-]C(=O)']"
C08070,10270,Miconazole nitrate,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1.O=[N+]([O-])O,C18H15Cl4N3O4,"['[O-]', '[N+](=O)[O-]']"
C04572,7173,S-(N-Hydroxy-N-methylcarbamoyl)glutathione,CN(O)C(=O)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O,C12H20N4O8S,"['[O;H,-]C(=O)']"
C11315,13490,S-(4-Azidophenacyl)glutathione; S-(p-Azidophenacyl)glutathione,[N-]=[N+]=Nc1ccc(C(=O)CSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)cc1,C18H22N6O7S,"['[O;H,-]C(=O)']"
C07661,9863,Gatifloxacin; AM 1155,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,C19H22FN3O4,"['[O;H,-]C(=O)']"
C00736,3999,Cysteine; 2-Amino-3-mercaptopropionic acid,NC(CS)C(=O)O,C3H7NO2S,"['[O;H,-]C(=O)']"
C04544,7150,gamma-L-Glutamyl-L-cysteinyl-beta-alanine,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCCC(=O)O)C(=O)O,C11H19N3O6S,"['[O;H,-]C(=O)']"
C00732,3996,Ubenimex,CC(C)C[C@@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O,C16H24N2O4,"['[O;H,-]C(=O)']"
C07706,9908,Perindopril,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,C19H32N2O5,"['[O;H,-]C(=O)']"
C00570,3849,CDP-ethanolamine; Cytidine diphosphate ethanolamine,NCCOP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,C11H20N4O11P2,['[P](=O)(O)(O)']
C00054,3356,"Adenosine 3',5'-bisphosphate; PAP; 3'-Phosphoadenylate; Phosphoadenosine phosphate",Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O,C10H15N5O10P2,['[P](=O)(O)(O)']
C19705,135626173,Oxidized dinoflagellate luciferin,C=CC1=C(C)C(=O)NC1Cc1[nH]c(Cc2[nH]c3c(c2C)C(=O)C(=O)/C3=C2/N[C@H](C(=O)O)[C@@H](C)[C@@H]2CCC(=O)O)c(CC)c1C,C33H38N4O7,"['[O;H,-]C(=O)']"
C00352,3645,D-Glucosamine 6-phosphate; D-Glucosamine phosphate,N[C@H]1C(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,C6H14NO8P,['[P](=O)(O)(O)']
C19068,124489740,Medinoterb acetate,CC(=O)Oc1c([N+](=O)[O-])cc([N+](=O)[O-])c(C)c1C(C)(C)C,C13H16N2O6,"['[O-]', '[N+](=O)[O-]']"
C01015,4260,cis-4-Hydroxy-L-proline; L-Allohydroxyproline,O=C(O)[C@@H]1C[C@H](O)CN1,C5H9NO3,"['[O;H,-]C(=O)']"
C00096,3396,GDP-mannose; GDP-D-mannose; GDP-alpha-D-mannose,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,C16H25N5O16P2,['[P](=O)(O)(O)']
C07660,9862,Levofloxacin; Ofloxacin S-(-)-form,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,C18H20FN3O4,"['[O;H,-]C(=O)']"
C00065,3365,L-Serine; L-2-Amino-3-hydroxypropionic acid; L-3-Hydroxy-alanine; Serine,N[C@@H](CO)C(=O)O,C3H7NO3,"['[O;H,-]C(=O)']"
C05983,8261,Propionyladenylate; Propionyl-adenosine monophosphate,CCC(=O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,C13H18N5O8P,['[P](=O)(O)(O)']
C07701,9903,Benazepril hydrochloride,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O.Cl,C24H29ClN2O5,"['[O;H,-]C(=O)']"
C11374,13548,GW1843; 1843U89,Cc1nc2ccc3ccc(CNc4ccc5c(c4)CN([C@@H](CCC(=O)O)C(=O)O)C5=O)cc3c2c(=O)[nH]1,C27H24N4O6,"['[O;H,-]C(=O)']"
C11216,13396,Zwittergent 3-14,CCCCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],C19H41NO3S,"['[O-]', 'O=S(=O)(O)']"
C11328,13503,Leucyl-leucyl-norleucine,CCCCC(NC(=O)C(CC(C)C)NC(=O)[C@@H](N)CC(C)C)C(=O)O,C18H35N3O4,"['[O;H,-]C(=O)']"
C07663,9865,Moxifloxacin,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,C21H24FN3O4,"['[O;H,-]C(=O)']"
C00053,3355,3'-Phosphoadenylyl sulfate; 3'-Phosphoadenosine 5'-phosphosulfate; 3'-Phospho-5'-adenylyl sulfate; PAPS,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](OP(=O)(O)O)[C@H]1O,C10H15N5O13P2S,"['[P](=O)(O)(O)', 'O=S(=O)(O)']"
C11308,13483,Chymostatin,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)N[C@@H](Cc1ccccc1)C(=O)O)C1CCNC(=N)N1)C(=O)N[C@H](C=O)Cc1ccccc1,C31H41N7O6,"['[O;H,-]C(=O)']"
C19069,124489741,Bromofenoxim,O=[N+]([O-])c1ccc(O/N=C/c2cc(Br)c(O)c(Br)c2)c([N+](=O)[O-])c1,C13H7Br2N3O6,"['[O-]', '[N+](=O)[O-]']"
C00112,3412,CDP; Cytidine 5'-diphosphate; Cytidine diphosphate,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1,C9H15N3O11P2,['[P](=O)(O)(O)']
C00091,3391,Succinyl-CoA; Succinyl coenzyme A,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O,C25H40N7O19P3S,"['[O;H,-]C(=O)', '[P](=O)(O)(O)']"
C11309,13484,Calcimycin; Ionophore A23187,CNc1ccc2oc(C[C@@H]3OC4(CC[C@@H]3C)O[C@H](C(C)C(=O)c3ccc[nH]3)[C@H](C)C[C@H]4C)nc2c1C(=O)O,C29H37N3O6,"['[O;H,-]C(=O)']"
C08055,10255,Aminosalicylate sodium anhydrous; Sodium p-aminosalicylate,Nc1ccc(C(=O)[O-])c(O)c1.[Na+],C7H6NNaO3,"['[O-]', '[O;H,-]C(=O)']"
C05516,7862,5-Amino-4-imidazole carboxylate; 4-Amino-5-imidazolecarboxylic acid,Nc1[nH]cnc1C(=O)O,C4H5N3O2,"['[O;H,-]C(=O)']"
