mol_id,pubchem_sid,mol_name,smiles,formula_calcd,anionic
C14826,17395824,"12(13)-EpOME; (12R,13S)-(9Z)-12,13-Epoxyoctadecenoic acid",CCCCC[C@@H]1O[C@@H]1C/C=C\CCCCCCCC(=O)O,C18H32O3,"['[O;H,-]C(=O)']"
C19617,135626105,18-Oxooleate,O=CCCCCCCC/C=C\CCCCCCCC(=O)O,C18H32O3,"['[O;H,-]C(=O)']"
C20186,163311929,"5S,8R-DiHODE; (5S,8R)-DiHODE; (5S,8R,9Z,12Z)-5,8-Dihydroxyoctadeca-9,12-dienoate",CCCCC/C=C\C/C=C\[C@H](O)CC[C@@H](O)CCCC(=O)O,C18H32O4,"['[O;H,-]C(=O)']"
C14827,17395825,"9(S)-HPODE; 9(S)-HPOD; (10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid; (9S,10E,12Z)-9-Hydroperoxy-10,12-octadecadienoate",CCCCC/C=C\C=C\[C@H](CCCCCCCC(=O)O)OO,C18H32O4,"['[O;H,-]C(=O)']"
C14832,17395830,"12,13-Epoxy-9-hydroxy-10-octadecenoate; 12(R),13(S)-Epoxy-9(S)-hydroxy-10(E)-octadecenoic acid; (10E)-(9S,12R,13S)-12,13-Epoxy-9-hydroxyoctadec-10-enoic acid",CCCCC[C@@H]1O[C@@H]1/C=C/[C@@H](O)CCCCCCCC(=O)O,C18H32O4,"['[O;H,-]C(=O)']"
C19937,135626403,"(8E,10R,12Z)-10-Hydroperoxy-8,12-octadecadienoate",CCCCC/C=C\C[C@H](/C=C/CCCCCCC(=O)O)OO,C18H32O4,"['[O;H,-]C(=O)']"
C20703,254741172,"(8E,10S,12Z)-10-Hydroperoxyoctadeca-8,12-dienoate",CCCCC/C=C\C[C@@H](/C=C/CCCCCCC(=O)O)OO,C18H32O4,"['[O;H,-]C(=O)']"
C14831,17395829,"8(R)-HPODE; (9Z,12Z)-(8R)-8-Hydroperoxyoctadeca-9,12-dienoic acid; (8R,9Z,12Z)-8-Hydroperoxyoctadeca-9,12-dienoate",CCCCC/C=C\C/C=C\[C@@H](CCCCCCC(=O)O)OO,C18H32O4,"['[O;H,-]C(=O)']"
C14834,17395832,"9,10-Epoxy-13-hydroxy-11-octadecenoate; (11E)-9,10-Epoxyoctadecenoic acid",CCCCCC(O)/C=C/C1OC1CCCCCCCC(=O)O,C18H32O4,"['[O;H,-]C(=O)']"
C04717,7289,"(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid",CCCCC[C@@H](/C=C/C=C\CCCCCCCC(=O)O)OO,C18H32O4,"['[O;H,-]C(=O)']"
C14836,17395834,"9,10-12,13-Diepoxyoctadecanoate; 9,10-12,13-Diepoxyoctadecanoic acid",CCCCCC1OC1CC1OC1CCCCCCCC(=O)O,C18H32O4,"['[O;H,-]C(=O)']"
C07338,9545,"(9Z,12Z)-(11S)-11-Hydroperoxyoctadeca-9,12-dienoic acid; (9Z,12Z)-(11S)-11-Hydroperoxyoctadeca-9,12-dienoate",CCCCC/C=C\[C@@H](/C=C\CCCCCCCC(=O)O)OO,C18H32O4,"['[O;H,-]C(=O)']"
C07354,9559,"(7S,8S)-DiHODE; (9Z,12Z)-(7S,8S)-Dihydroxyoctadeca-9,12-dienoic acid; (7S,8S,9Z,12Z)-7,8-Dihydroxyoctadeca-9,12-dienoate",CCCCC/C=C\C/C=C\[C@H](O)[C@@H](O)CCCCCC(=O)O,C18H32O4,"['[O;H,-]C(=O)']"
C21924,376218957,9-Hydroxy-12-oxo-15(Z)-octadecenoic acid,CC/C=C\CCC(=O)CCC(O)CCCCCCCC(=O)O,C18H32O4,"['[O;H,-]C(=O)']"
C19618,135626106,"Octadec-9-ene-1,18-dioic-acid",O=C(O)CCCCCCC/C=C\CCCCCCCC(=O)O,C18H32O4,"['[O;H,-]C(=O)']"
C14795,17395793,"2,3-Dinor-8-iso prostaglandin F1alpha; 2,3-Dinor-8-iso PGF1alpha",CCCCC[C@H](O)/C=C/[C@@H]1[C@H](CCCCC(=O)O)[C@@H](O)C[C@H]1O,C18H32O5,"['[O;H,-]C(=O)']"
C13511,853885,Ferric gluconate; Ferlixit; Ferrulecit,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Fe+3],C18H33FeO21,"['[O-]', '[O;H,-]C(=O)']"
C18601,124489275,Sodium oleate,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].[Na+],C18H33NaO2,"['[O-]', '[O;H,-]C(=O)']"
C22090,384585148,"2-O-(beta-D-Mannosyl)-bis(myo-inositol) 1,3'-phosphate; 2-(O-beta-D-Mannosyl)-di-myo-inositol-1,3'-phosphate; MDIP",O=P(O)(O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,C18H33O19P,['[P](=O)(O)(O)']
C08363,10559,(6Z)-Octadecenoic acid; Petroselinic acid; cis-6-Octadecenoic acid,CCCCCCCCCCC/C=C\CCCCC(=O)O,C18H34O2,"['[O;H,-]C(=O)']"
C01712,4850,"(9E)-Octadecenoic acid; 9-Octadecenoic acid, (E)-; (E)-Oleic acid; D9-trans-Octadecenoic acid; 9-trans-Octadecenoic acid; trans-D9-Octadecenoic acid; trans-9-Octadecenoic acid; trans-Elaidic acid; trans-Oleic acid; Elaidic acid; Acide elaidique; Elaidinsaure",CCCCCCCC/C=C/CCCCCCCC(=O)O,C18H34O2,"['[O;H,-]C(=O)']"
C08367,10563,(11E)-Octadecenoic acid; Vaccenic acid; trans-11-Octadecenoic acid,CCCCCC/C=C/CCCCCCCCCC(=O)O,C18H34O2,"['[O;H,-]C(=O)']"
C12103,14250,omega-Cycloheptylundecanoic acid,O=C(O)CCCCCCCCCCC1CCCCCC1,C18H34O2,"['[O;H,-]C(=O)']"
C21944,376218977,cis-Vaccenic acid; cis-11-Octadecenoic acid; 11Z-Octadecenoic acid; (Z)-Octadec-11-enoic acid,CCCCCC/C=C\CCCCCCCCCC(=O)O,C18H34O2,"['[O;H,-]C(=O)']"
C00712,3978,(9Z)-Octadecenoic acid; (Z)-Octadec-9-enoic acid; Oleate; Oleic acid,CCCCCCCC/C=C\CCCCCCCC(=O)O,C18H34O2,"['[O;H,-]C(=O)']"
C00869,4126,2-Oxooctadecanoic acid; 2-Oxostearate,CCCCCCCCCCCCCCCCC(=O)C(=O)O,C18H34O3,"['[O;H,-]C(=O)']"
C19418,124490090,"9,10-Epoxystearate; 9,10-Epoxystearic acid; 9,10-Epoxyoctadecanoic acid",CCCCCCCCC1OC1CCCCCCCC(=O)O,C18H34O3,"['[O;H,-]C(=O)']"
C08365,10561,Ricinoleic acid; (9Z)-(12R)-Hydroxyoctadecenoic acid; 12-Hydroxy-9-octadecenoic acid; 12-Hydroxy-cis-9-octadecenoic acid,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)O,C18H34O3,"['[O;H,-]C(=O)']"
C13791,854036,"(6R,7S)-6,7-Epoxyoctadecanoic acid; 6R,7S-Epoxy-octadecanoic acid; 6R,7S-Epoxy-octadecanoate",CCCCCCCCCCC[C@@H]1O[C@@H]1CCCCC(=O)O,C18H34O3,"['[O;H,-]C(=O)']"
C19616,135626104,18-Hydroxyoleate; 18-Hydroxyoleic acid; (9Z)-18-Hydroxyoctadec-9-enoic acid,O=C(O)CCCCCCC/C=C\CCCCCCCCO,C18H34O3,"['[O;H,-]C(=O)']"
C14828,17395826,"9,10-DHOME; 9,10-DHOA; (12Z)-9,10-Dihydroxyoctadec-12-enoic acid",CCCCC/C=C\CC(O)C(O)CCCCCCCC(=O)O,C18H34O4,"['[O;H,-]C(=O)']"
C14829,17395827,"12,13-DHOME; 12,13-DHOA; (9Z)-12,13-Dihydroxyoctadec-9-enoic acid",CCCCCC(O)C(O)C/C=C\CCCCCCCC(=O)O,C18H34O4,"['[O;H,-]C(=O)']"
C07355,9560,"(9Z)-(7S,8S)-Dihydroxyoctadecenoic acid; (Z)-(7S,8S)-Dihydroxyoctadeca-9-enoic acid; (Z)-(7S,8S)-Dihydroxyoctadeca-9-enoate",CCCCCCCC/C=C\[C@H](O)[C@H](O)CCCCCC(=O)O,C18H34O4,"['[O;H,-]C(=O)']"
C20702,254741171,"(8E,10S)-10-Hydroperoxyoctadeca-8-enoate; (8E,10S)-10-Hydroperoxy-8-octadecenoate",CCCCCCCC[C@@H](/C=C/CCCCCCC(=O)O)OO,C18H34O4,"['[O;H,-]C(=O)']"
C19620,135626108,"9,10-Epoxy-18-hydroxystearate",O=C(O)CCCCCCCC1OC1CCCCCCCCO,C18H34O4,"['[O;H,-]C(=O)']"
C14835,17395833,"9,10,13-TriHOME; 9,10,13-Trihydroxyoctadec-11-enoic acid; (11E)-9,10,13-Trihydroxyoctadec-11-enoic acid",CCCCCC(O)/C=C/C(O)C(O)CCCCCCCC(=O)O,C18H34O5,"['[O;H,-]C(=O)']"
C14837,17395835,"9,10-Dihydroxy-12,13-epoxyoctadecanoate; 9,10-Dihydroxy-12,13-epoxyoctadecanoic acid",CCCCCC1OC1CC(O)C(O)CCCCCCCC(=O)O,C18H34O5,"['[O;H,-]C(=O)']"
C14833,17395831,"9,12,13-TriHOME; 9(S),12(S),13(S)-Trihydroxy-10(E)-octadecenoic acid; (10E)-(9S,12S,13S)-9,12,13-Trihydroxyoctadec-10-enoic acid",CCCCC[C@H](O)[C@@H](O)/C=C/[C@@H](O)CCCCCCCC(=O)O,C18H34O5,"['[O;H,-]C(=O)']"
C01530,4692,Octadecanoic acid; Stearate; Stearic acid,CCCCCCCCCCCCCCCCCC(=O)O,C18H36O2,"['[O;H,-]C(=O)']"
C20356,163312094,Isooctadecanoic acid; Isostearic acid,CC(C)CCCCCCCCCCCCCCC(=O)O,C18H36O2,"['[O;H,-]C(=O)']"
C03195,6072,(R)-10-Hydroxystearate; (R)-10-Hydroxystearic acid; (R)-10-Hydroxyoctadecanoic acid,CCCCCCCC[C@@H](O)CCCCCCCCC(=O)O,C18H36O3,"['[O;H,-]C(=O)']"
C03042,5945,(R)-2-Hydroxystearate; (R)-2-Hydroxystearic acid; (R)-2-Hydroxyoctadecanoate; (R)-2-Hydroxyoctadecanoic acid,CCCCCCCCCCCCCCCC[C@@H](O)C(=O)O,C18H36O3,"['[O;H,-]C(=O)']"
C03045,5948,(S)-2-Hydroxystearate; (S)-2-Hydroxystearic acid; (S)-2-Hydroxyoctadecanoic acid,CCCCCCCCCCCCCCCC[C@H](O)C(=O)O,C18H36O3,"['[O;H,-]C(=O)']"
C08314,10512,"(9R,10R)-Dihydroxyoctadecanoic acid; 9,10-Dihydroxystearic acid",CCCCCCCC[C@@H](O)[C@H](O)CCCCCCCC(=O)O,C18H36O4,"['[O;H,-]C(=O)']"
C15988,47205301,"(9S,10S)-9,10-Dihydroxyoctadecanoate",CCCCCCCC[C@H](O)[C@@H](O)CCCCCCCC(=O)O,C18H36O4,"['[O;H,-]C(=O)']"
C19622,135626110,"9,10-Dihydroxystearate",CCCCCCCCC(O)C(O)CCCCCCCC(=O)O,C18H36O4,"['[O;H,-]C(=O)']"
C19621,135626109,"9,10,18-Trihydroxystearate; 9,10,18-Trihydroxystearic acid; 9,10,18-Trihydroxyoctadecanoic acid",O=C(O)CCCCCCCC(O)C(O)CCCCCCCCO,C18H36O5,"['[O;H,-]C(=O)']"
C15989,47205302,"(9S,10S)-10-Hydroxy-9-(phosphonooxy)octadecanoate",CCCCCCCC[C@H](O)[C@H](CCCCCCCC(=O)O)OP(=O)(O)O,C18H37O7P,"['[O;H,-]C(=O)', '[P](=O)(O)(O)']"
C14446,17395446,Tris(butoxyethyl)phosphate; Tris(2-butoxyethyl) phosphate,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,C18H39O7P,['[P](=O)(O)(O)']
C20349,163312087,Quinoline yellow WS; C.I. Acid yellow 3,O=C1c2ccccc2C(=O)C1c1ccc2cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c2n1.[Na+].[Na+],C18H9NNa2O8S2,"['[O-]', 'O=S(=O)(O)']"
C01865,4979,Zopolrestat,O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2ccccc12,C19H12F3N3O3S,"['[O;H,-]C(=O)']"
C18283,103061465,4-Chrysenecarboxylate,O=C(O)c1cccc2ccc3c4ccccc4ccc3c12,C19H12O2,"['[O;H,-]C(=O)']"
C18282,103061464,5-Chrysenecarboxylate,O=C(O)c1cc2ccccc2c2ccc3ccccc3c12,C19H12O2,"['[O;H,-]C(=O)']"
C12600,582990,Phenolsulfonphthalein; Phenol red,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,C19H14O5S,['O=S(=O)(O)']
C19979,135626445,Ustalic acid,O=C(O)/C(=C1\OCO\C1=C(/C(=O)O)c1ccccc1)c1ccccc1,C19H14O6,"['[O;H,-]C(=O)']"
C11123,13305,"Pyrazolate; 4-(2,4-Dichlorobenzoyl)-1,3-dimethyl-5-pyrazolyl p-toluenesulfonate",Cc1ccc(S(=O)(=O)Oc2c(C(=O)c3ccc(Cl)cc3Cl)c(C)nn2C)cc1,C19H16Cl2N2O4S,['O=S(=O)(O)']
C01926,5032,Indomethacin; Indometacin,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,C19H16ClNO4,"['[O;H,-]C(=O)']"
C12451,582841,Fridamycin E,C[C@](O)(CC(=O)O)Cc1ccc2c(c1O)C(=O)c1cccc(O)c1C2=O,C19H16O7,"['[O;H,-]C(=O)']"
C06950,9165,Dicloxacillin,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,C19H17Cl2N3O5S,"['[O;H,-]C(=O)']"
C11748,13913,Flucloxacillin; Floxacillin,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,C19H17ClFN3O5S,"['[O;H,-]C(=O)']"
C19293,124489965,Ponceau 3R,Cc1cc(C)c(/N=N/c2c(O)c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])ccc23)cc1C.[Na+].[NaH],C19H17N2Na2O7S2-,"['[O-]', 'O=S(=O)(O)']"
C11754,13918,Cephaloridine; Cefaloridine,O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12,C19H17N3O4S2,"['[O-]', '[O;H,-]C(=O)']"
C17354,96023707,Nocardicin F,O=C(N[C@H]1CN([C@@H](C(=O)O)c2ccc(O)cc2)C1=O)/C(=N/O)c1ccc(O)cc1,C19H17N3O7,"['[O;H,-]C(=O)']"
C01739,4874,Nocardicin E,O=C(N[C@H]1CN([C@@H](C(=O)O)c2ccc(O)cc2)C1=O)/C(=N\O)c1ccc(O)cc1,C19H17N3O7,"['[O;H,-]C(=O)']"
C08102,10302,Cefamandole nafate,Cn1nnnc1SCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)[C@H](OC=O)c3ccccc3)[C@H]2SC1.[Na+],C19H17N6NaO6S2,"['[O-]', '[O;H,-]C(=O)']"
C21518,336445156,Tazarotenic acid; AGN 190299,CC1(C)CCSc2ccc(C#Cc3ccc(C(=O)O)cn3)cc21,C19H17NO2S,"['[O;H,-]C(=O)']"
C07255,9464,Nedocromil,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,C19H17NO7,"['[O;H,-]C(=O)']"
C13756,854010,Dicloxacillin sodium; Dicloxacillin sodium monohydrate,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+],C19H18Cl2N3NaO6S,"['[O-]', '[O;H,-]C(=O)']"
C06923,9140,Cloxacillin,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,C19H18ClN3O5S,"['[O;H,-]C(=O)']"
C16999,96023485,Futalosine,O=C(O)c1cccc(C(=O)CC[C@H]2O[C@@H](n3cnc4c(=O)[nH]cnc43)[C@H](O)[C@@H]2O)c1,C19H18N4O7,"['[O;H,-]C(=O)']"
C10915,13098,Bispyribac,COc1cc(OC)nc(Oc2cccc(Oc3nc(OC)cc(OC)n3)c2C(=O)O)n1,C19H18N4O8,"['[O;H,-]C(=O)']"
C14010,854251,Sodium cloxacillin monohydrate; Cloxacillin sodium,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+],C19H19ClN3NaO6S,"['[O-]', '[O;H,-]C(=O)']"
C07334,9541,Oxacillin,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,C19H19N3O5S,"['[O;H,-]C(=O)']"
C18453,124489127,Bispyribac-sodium,COc1cc(OC)nc(Oc2cccc(Oc3nc(OC)cc(OC)n3)c2C(=O)O)n1.[NaH],C19H19N4NaO8,"['[O;H,-]C(=O)']"
C03712,6480,"N2,N5-Dibenzoyl-L-ornithine; L-Ornithuric acid",O=C(NCCC[C@H](NC(=O)c1ccccc1)C(=O)O)c1ccccc1,C19H20N2O4,"['[O;H,-]C(=O)']"
C22277,,"Dehydro coenzyme F420-0; Dehydro factor 420-0; 7,8-Didemethyl-8-hydroxy-5-deazariboflavin 5'-(1-carboxyvinyl)phosphate; 2-{[5-Deoxy-5-(8-hydroxy-2,4-dioxopyrimidino[4,5-b]quinolin-10(2H)-yl)-L-ribityloxy]hydroxyphosphoryloxy}prop-2-enoate",C=C(OP(=O)(O)OC[C@@H](O)[C@@H](O)[C@@H](O)Cn1c2nc(=O)[nH]c(=O)c-2cc2ccc(O)cc21)C(=O)O,C19H20N3O12P,"['[O;H,-]C(=O)', '[P](=O)(O)(O)']"
C14935,17395933,m-(beta-Acetyl-alpha-ethyl-p-hydroxyphenethyl)benzoic acid,CCC(c1cccc(C(=O)O)c1)C(C(C)=O)c1ccc(O)cc1,C19H20O4,"['[O;H,-]C(=O)']"
C19153,124489825,Coenzyme F420-0; Factor 420-0; Oxidized coenzyme F420-0,C[C@H](OP(=O)(O)OC[C@@H](O)[C@@H](O)[C@@H](O)Cn1c2nc(=O)[nH]c(=O)c-2cc2ccc(O)cc21)C(=O)O,C19H22N3O12P,"['[O;H,-]C(=O)', '[P](=O)(O)(O)']"
C22299,,3PG-factor 420-0,O=C(O)[C@H](O)COP(=O)(O)OC[C@@H](O)[C@@H](O)[C@@H](O)Cn1c2nc(=O)[nH]c(=O)c-2cc2ccc(O)cc21,C19H22N3O13P,"['[O;H,-]C(=O)', '[P](=O)(O)(O)']"
C15453,17396450,"Doisynoestrol; cis-1-Ethyl-1,2,3,4-tetrahydro-7-methoxy-2-methyl-2-phenanthrenecarboxylic acid",CC[C@H]1c2ccc3cc(OC)ccc3c2CC[C@@]1(C)C(=O)O,C19H22O3,"['[O;H,-]C(=O)']"
C11866,14028,"2,3-Dehydro-gibberellin A9; 2,3-Didehydro-gibberellin A9",C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12CC=C[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,C19H22O4,"['[O;H,-]C(=O)']"
C11871,14033,Gibberellin A5,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12CC=C[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,C19H22O5,"['[O;H,-]C(=O)']"
C11854,14016,Gibberellin A51-catabolite,C=C1C[C@]23C[C@H]1CC[C@H]2C1=CC(=O)C[C@@](C)(C(=O)O)[C@H]1[C@@H]3C(=O)O,C19H22O5,"['[O;H,-]C(=O)']"
C11867,14029,Gibberellin A7,C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12C=C[C@H](O)[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,C19H22O5,"['[O;H,-]C(=O)']"
C01699,4839,Gibberellin A3; Gibberellic acid; Gibberellin,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,C19H22O6,"['[O;H,-]C(=O)']"
C11855,14017,Gibberellin A29-catabolite,C=C1C[C@]23C[C@@]1(O)CC[C@H]2C1=CC(=O)C[C@@](C)(C(=O)O)[C@H]1[C@@H]3C(=O)O,C19H22O6,"['[O;H,-]C(=O)']"
C11856,14018,Gibberellin A6,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C[C@@H]4O[C@@H]4[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,C19H22O6,"['[O;H,-]C(=O)']"
C09062,11254,Antheridic acid; Antheridiogen-An,C=C1[C@H]2C=C3[C@@H](C(=O)O)[C@@H]4[C@]5(C)C(=O)O[C@]4(CC[C@@H]5O)[C@@]3(CC2)[C@H]1O,C19H22O6,"['[O;H,-]C(=O)']"
C11869,14031,Gibberellin A34-catabolite,C=C1C[C@]23C[C@H]1CC[C@H]2C1=CC(=O)[C@H](O)[C@@](C)(C(=O)O)[C@H]1[C@@H]3C(=O)O,C19H22O6,"['[O;H,-]C(=O)']"
C11870,14032,Gibberellin A8-catabolite,C=C1C[C@]23C[C@@]1(O)CC[C@H]2C1=CC(=O)[C@H](O)[C@@](C)(C(=O)O)[C@H]1[C@@H]3C(=O)O,C19H22O7,"['[O;H,-]C(=O)']"
C11863,14025,Gibberellin A9,C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12CCC[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,C19H24O4,"['[O;H,-]C(=O)']"
C17795,96024110,Capillartemisin B,CC(C)=CCc1cc(/C=C/C(=O)O)cc(C/C=C(/C)CO)c1O,C19H24O4,"['[O;H,-]C(=O)']"
C17789,96024108,Capillartemisin A,CC(C)=CCc1cc(/C=C/C(=O)O)cc(C/C=C(\C)CO)c1O,C19H24O4,"['[O;H,-]C(=O)']"
C02035,5128,Gibberellin A20; Gibberellin 20,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12CCC[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,C19H24O5,"['[O;H,-]C(=O)']"
C11864,14026,Gibberellin A4,C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12CC[C@H](O)[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,C19H24O5,"['[O;H,-]C(=O)']"
C11865,14027,Gibberellin A51,C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12C[C@H](O)C[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,C19H24O5,"['[O;H,-]C(=O)']"
C00859,4116,Gibberellin A1; Gibberellin 1,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12CC[C@H](O)[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,C19H24O6,"['[O;H,-]C(=O)']"
C04844,7401,"3-Hydroxy-5,9,17-trioxo-4,5:9,10-disecoandrosta-1(10),2-dien-4-oate; (1E,2Z)-3-Hydroxy-5,9,17-trioxo-4,5:9,10-disecoandrosta-1(10),2-dien-4-oate; DSHA",C/C(=C\C=C(/O)C(=O)O)C(=O)CC[C@@H]1C(=O)CC[C@]2(C)C(=O)CC[C@@H]12,C19H24O6,"['[O;H,-]C(=O)']"
C06096,8362,Gibberellin A29,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C[C@H](O)C[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,C19H24O6,"['[O;H,-]C(=O)']"
C11868,14030,Gibberellin A34,C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12C[C@H](O)[C@H](O)[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,C19H24O6,"['[O;H,-]C(=O)']"
C08358,10555,2-Methoxyestrone 3-sulfate,COc1cc2c(cc1OS(=O)(=O)O)CC[C@H]1[C@H]3CCC(=O)[C@@]3(C)CC[C@@H]21,C19H24O6S,['O=S(=O)(O)']
C03579,6371,Gibberellin A8; 2beta-Hydroxygibberellin 1,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C[C@H](O)[C@H](O)[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,C19H24O7,"['[O;H,-]C(=O)']"
C08359,10556,2-Methoxyestradiol-17beta 3-sulfate,COc1cc2c(cc1OS(=O)(=O)O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,C19H26O6S,['O=S(=O)(O)']
C12508,582898,Nateglinide,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,C19H27NO3,"['[O;H,-]C(=O)']"
C19745,135626212,"UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronate; UDP-alpha-D-ManNAc3NAcA; UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronic acid",CC(=O)N[C@@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](C(=O)O)[C@@H](O)[C@@H]1NC(C)=O,C19H28N4O18P2,"['[O;H,-]C(=O)', '[P](=O)(O)(O)']"
C19725,135626192,"UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronate; UDP-alpha-D-GlcNAc3NAcA; UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronic acid",CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](C(=O)O)[C@@H](O)[C@@H]1NC(C)=O,C19H28N4O18P2,"['[O;H,-]C(=O)', '[P](=O)(O)(O)']"
C01618,4770,Testolate,C[C@]1(O)CC[C@H]2[C@@H](CCC3=CC(=O)CC[C@@]32C)[C@@H]1CCC(=O)O,C19H28O4,"['[O;H,-]C(=O)']"
C04555,7160,Dehydroepiandrosterone sulfate; 3beta-Hydroxyandrost-5-en-17-one 3-sulfate; DHEA sulfate,C[C@]12CC[C@H](OS(=O)(=O)O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,C19H28O5S,['O=S(=O)(O)']
C19971,135626437,"UDP-2,4-bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose; UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altrose",CC(=O)N[C@@H]1[C@H](O)[C@@H](NC(C)=O)[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H]1C,C19H30N4O16P2,['[P](=O)(O)(O)']
